geo_id,total,tot_under_19,y_under_19,n_under_19,tot_19_64,y_19_64,n_19_64,tot_65_over,y_65_over,n_65_over
0500000US28001,28006,6708,1.3420815985611925,0.14867570614960054,15660,0.45760077248164627,0.18096883160519925,5638,1.7736786094359702,0
0500000US28003,36602,8612,1.1100692517100432,0.051101208113458814,21344,0.37908859007527723,0.08942715205365834,6646,1.504664459825459,0
0500000US28011,31411,8253,1.1974393531689835,0.014241247824594338,18063,0.41020992520506727,0.14340796772523234,5095,1.9627085377821394,0
0500000US28027,22878,7011,1.336815686318549,0.08951436645566299,12045,0.6563873091790662,0.17383269912313395,3822,2.6164311878597593,0
0500000US28029,28364,9000,1.0533333333333335,0.057777777777777775,15334,0.5655132057221618,0.0866323531665822,4030,2.481389578163772,0
0500000US28033,178016,49216,0.20059328713763674,0.002592668649099281,105935,0.08470156904212096,0.009695938863670317,22865,0.43140101707466444,0.005948643979348258
0500000US28035,74758,18782,0.515246015061353,0.017178646848986574,45980,0.1718223461190551,0.04566351729982266,9996,0.993294476654207,0.00710568340981851
0500000US28039,23538,5274,1.497029884081568,0.3990641621831269,13555,0.583439383328519,0.15429576975152529,4709,2.1235931195582927,0
0500000US28043,20711,4863,2.056343820686819,0,13049,0.6350850697155621,0.1312571787325949,2799,3.5727045373347623,0
0500000US28045,46758,11217,0.8292727461610192,0.06223122103163484,25670,0.32287784379031514,0.06668195363859017,9871,1.013068584743187,0
0500000US28047,197721,52574,0.1789021137083036,0.011305973939583183,115861,0.06774027791857971,0.018570042206397627,29286,0.33932639502674056,0.0021336882895197583
0500000US28049,236930,61520,0.1569604902927315,0.005588274336657304,142578,0.0569024173871186,0.013234630404265771,32832,0.30458089668615984,0
0500000US28057,23288,7330,1.2864584981267064,0.07779798209157456,12709,0.7170687581333084,0.0697752107076704,3249,3.077870113881194,0
0500000US28059,140015,36019,0.255324555429019,0.022306694744500557,82188,0.09847861788001976,0.023193645710772082,21808,0.4576431798033017,9.041422803373292e-4
0500000US28067,67154,19719,0.46929453656265685,0.037830571201428555,36470,0.2164186617319553,0.05777930920305979,10965,0.9119927040583675,0
0500000US28071,53912,11721,0.829658411696492,0.023511113088082725,36081,0.23794040926400245,0.039213771606816,6110,1.6366612111292964,0
0500000US28073,60763,14927,0.6690293736478068,8.976043115956353e-4,38029,0.21221060205260364,0.05074661480821306,7807,1.2809017548354042,0
